Data Provider,Short Name,Version,Entry Title,Processing Level,Platform,Start Time,End Time
"GES_DISC","M2TMNXSLV","5.12.4","MERRA-2 tavgM_2d_slv_Nx: 2d,Monthly mean,Time-Averaged,Single-Level,Assimilation,Single-Level Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TMNXSLV) at GES DISC","4","MERRA-2","1980-01-01T00:00:00.000Z",
